lang,yyyy,mm,n_path,distance_mean_weighted,distance_mean,n_contrib,flow_id
fr,2006,8,7214,2206.73514309174,2197.52630114973,14398,1257
fr,2006,9,7384,1704.93161752422,1974.26140710089,14093,249
fr,2006,10,8102,1815.18196392553,2101.99677377432,16420,612
fr,2006,11,9417,1859.54220623835,2003.58197853125,18055,537
fr,2006,12,7871,1628.28268037468,1752.57303230988,13526,621
fr,2007,1,8899,1542.7793886716,1845.61268511288,15551,907
fr,2007,2,8300,1560.32607604923,1740.07533094323,14330,1286
fr,2007,3,9295,1707.03844475599,1820.59725241109,16227,978
fr,2007,4,8320,1646.96654872009,1788.72386507103,13680,849
fr,2007,5,9257,1515.51045374497,1753.80767615214,17206,239
fr,2007,6,8286,1500.32768387601,1671.45065486325,14762,762
fr,2007,7,8189,1423.64457661025,1588.0699548282,14576,1099
fr,2007,8,8657,1569.5961999633,1674.0542828974,16107,501
fr,2007,9,7658,1869.59042874169,1921.45427361084,14318,1062
fr,2007,10,8989,1721.46182892766,1771.97609066695,16092,145
fr,2007,11,8795,1628.21540401658,1845.88337619611,15743,1230
fr,2007,12,7774,1597.94837957549,1746.57751201522,13639,1278
fr,2008,1,9640,1713.23297308709,1845.8317970824,17254,50
fr,2008,2,9430,1478.08844588398,1701.94007462454,17108,1113
fr,2008,3,14200,1307.45170566798,1518.42563115269,25337,102
fr,2008,4,10892,1503.34382159919,1627.16436914417,20417,26
fr,2008,5,10451,1649.31174063527,1589.16904934545,18423,626
fr,2008,6,8901,1341.68673586931,1464.46986710821,14974,434
fr,2008,7,8339,1399.80260680599,1425.98040218205,14253,1299
fr,2008,8,2789,1423.09435348702,1598.6209629446,4722,1314
is,2004,1,3,1689.2808464599,1778.88016275578,4,562
is,2004,2,15,1169.92757865431,1736.77308000574,23,448
is,2004,3,6,1397.76705028797,1231.08359097823,7,656
is,2004,4,17,1843.43000182636,2091.19989211148,23,509
is,2004,5,6,1817.96227360124,1817.96227360124,6,78
is,2004,6,4,2969.10289216231,2969.10289216231,4,1126
is,2004,7,18,1244.79837273724,1459.75102137514,23,773
is,2004,8,6,2368.66027529718,2716.19410033615,7,809
is,2004,9,8,5201.28408993097,5563.06972598891,9,729
is,2004,10,10,892.224722794461,1024.30881884192,12,376
is,2004,11,15,1787.2301414664,2215.38185091173,19,277
is,2004,12,10,2884.44849799554,2884.44849799554,10,381
is,2005,1,15,688.234423003015,803.855048262978,18,212
is,2005,2,9,3937.70747016004,4110.91655917903,10,780
is,2005,3,28,2521.14270147825,2650.05667608224,59,295
is,2005,4,41,5281.34779174334,5368.16570996742,49,200
is,2005,5,20,2289.36696829022,3156.32365895769,36,946
is,2005,6,52,4490.86402905049,4003.6518724973,84,1293
is,2005,7,70,5867.25776265364,5973.99915554483,99,455
is,2005,8,60,5319.16723561221,5446.63502056135,82,1129
is,2005,9,51,5349.21908933431,6644.02947974073,74,398
is,2005,10,51,4251.32534190465,4519.99873921468,65,714
is,2005,11,40,2725.94077123951,3170.95782637678,47,645
is,2005,12,48,2347.23259983756,2820.07007738718,65,710
is,2006,1,96,2746.04169772541,3041.99653574872,115,312
is,2006,2,64,3799.78819053029,3664.05969937876,92,522
is,2006,3,48,3537.99365806996,3538.75191473265,67,1362
is,2006,4,96,3157.95664192651,3899.54963534637,136,431
is,2006,5,53,2514.16066249489,3325.21251024725,86,1018
is,2006,6,54,2580.63832082168,2748.54564416094,58,29
is,2006,7,59,2695.96222121223,3027.63647096537,88,190
is,2006,8,79,4289.17374947745,4448.81015784552,92,146
is,2006,9,46,3793.05785058089,4176.12193091705,58,1308
is,2006,10,72,3371.82653137562,3495.83595009819,86,500
is,2006,11,94,3436.4268895903,3568.57585996873,108,577
is,2006,12,90,3101.55805748213,2904.10590027219,99,502
is,2007,1,56,2520.05789968157,2730.66015614439,65,857
is,2007,2,71,2457.30880246044,2699.97321589448,96,90
is,2007,3,92,2663.26991465195,2769.69242931788,131,1100
is,2007,4,69,3444.98539010384,3971.18283829218,107,903
is,2007,5,50,1923.78998192024,2091.47248756561,71,175
is,2007,6,58,1695.22724332841,1883.05349440412,70,627
is,2007,7,46,2356.21507315727,2860.3276337598,58,979
is,2007,8,60,2789.49456119175,3351.36333928164,82,620
is,2007,9,44,3346.30601195324,3675.19910444988,77,1026
is,2007,10,88,2978.83555439524,3064.26327085796,118,1254
is,2007,11,90,2597.82929144245,2822.96944834755,138,161
is,2007,12,64,2720.29453419978,3084.22167799585,81,124
is,2008,1,99,1966.55882835088,2215.98426812787,137,1154
is,2008,2,54,2597.66265836128,3001.94253102833,67,1007
is,2008,3,64,2108.97321013639,2098.17629516159,86,1302
is,2008,4,53,1912.70386833426,2266.48533999101,83,1169
is,2008,5,79,3243.21324749576,3022.03152870131,108,493
is,2008,6,66,2202.41930419244,2260.88675588889,78,308
is,2008,7,62,2386.59153132406,2653.56233990578,69,103
is,2008,8,7,1322.97548186511,1375.59829638897,9,254
it,2003,12,41,2219.92918902459,2211.63482144502,50,234
it,2004,1,55,1783.56225025865,2114.99426830345,73,439
it,2004,2,83,2149.2398792938,2365.42116205888,116,551
it,2004,3,133,2375.058448304,2960.80031097579,208,1332
it,2004,4,109,2190.11565107367,2469.88060188041,165,304
it,2004,5,135,1643.87867802121,2072.58092829382,245,1071
it,2004,6,180,1607.83633123392,1944.08551166737,323,46
it,2004,7,331,762.766309084803,944.105710623774,593,223
it,2004,8,298,1314.69992754107,1464.4173089873,497,123
it,2004,9,301,1021.71818646091,1146.40109217653,521,248
it,2004,10,465,1641.91736328453,1901.20720305179,679,617
it,2004,11,471,1495.37096618983,1782.35646274403,737,540
it,2004,12,574,1615.80604825005,1795.54730326714,972,618
it,2005,1,570,1374.83111150577,1244.38624912518,1027,798
it,2005,2,409,1749.6130440693,1934.18031747241,627,1364
it,2005,3,529,1646.19512885864,1933.07128392369,823,524
it,2005,4,870,1527.35785018748,1861.11801954443,1477,651
it,2005,5,1126,1587.47818674171,1960.36402229394,2066,1263
it,2005,6,1121,1160.10512999384,1479.79710962496,2121,884
it,2005,7,1011,1379.53398176845,1532.70489993008,1959,555
it,2005,8,1187,1209.93315362911,1481.21413036157,2084,1046
it,2005,9,1281,1007.00963928664,1236.55245209747,2198,599
it,2005,10,1427,1477.76116850142,1627.61629035968,2520,271
it,2005,11,1852,1150.0005936541,1262.73856155307,2988,1339
it,2005,12,2316,1257.76360353432,1387.08899150451,4426,265
it,2006,1,3380,1043.80320811131,1162.1802134331,6719,503
it,2006,2,2518,1287.29511159499,1449.40534779637,4715,286
it,2006,3,2457,1237.4939222065,1414.36722661216,4265,775
it,2006,4,2369,1309.32841767261,1465.77578317245,4160,567
it,2006,5,2717,1242.74130581616,1533.60992925047,5204,11
it,2006,6,2571,1356.74247246761,1648.89402458763,4753,993
it,2006,7,2570,1317.67409162336,1617.08388128156,4901,657
it,2006,8,3181,1259.47997120935,1432.06007951889,6083,918
it,2006,9,3025,1419.97008639571,1654.00241001884,5666,696
it,2006,10,3193,1496.38555087472,1938.47807724442,5923,321
it,2006,11,3623,1899.9052950852,2469.66302418671,6386,426
it,2006,12,3769,1405.15519680914,1739.28786956475,6896,324
it,2007,1,4452,1409.71235027119,1654.94278190021,8274,1223
it,2007,2,4863,1712.54997914256,2052.39754034141,8431,862
it,2007,3,4779,1544.29554109609,1785.56851033902,9142,1192
it,2007,4,4500,1527.93219041848,1791.38098234423,8761,1281
it,2007,5,5032,1286.61168187942,1509.41558537499,10444,689
it,2007,6,4692,1273.34448719563,1489.50355863502,9816,208
it,2007,7,4909,1355.90978978093,1593.45039157059,9582,33
it,2007,8,5757,1180.48726318756,1454.01107037427,11341,379
it,2007,9,5455,1447.35204276245,1660.75184583748,10084,1138
it,2007,10,5519,1534.41166588936,1744.17817646575,10535,807
it,2007,11,5291,1323.60152118545,1663.22674935282,11758,880
it,2007,12,4857,1598.36958929028,1985.09269901504,9779,808
it,2008,1,7070,1617.51284183349,1987.24138334917,13886,984
it,2008,2,6629,1322.36516179481,1524.94186279994,13206,16
it,2008,3,6923,1358.30066773808,1532.01820265766,13948,873
it,2008,4,6672,1257.31788873687,1600.20610824748,13743,1122
it,2008,5,7305,1521.13172263129,1630.63932601703,14178,335
it,2008,6,7414,1170.7707105374,1275.10143167958,14055,512
it,2008,7,7512,1184.70657302758,1224.86181061939,13703,839
it,2008,8,2363,1195.35244346866,1314.61352355384,4242,730
ja,2002,9,3,8212.9824340123,6562.33791485885,6,1234
ja,2002,10,3,2207.21380439379,3549.55650493983,5,983
ja,2002,12,2,6827.46137364214,6822.64297596731,3,976
ja,2003,1,12,5328.24809323891,5328.24809323891,12,614
ja,2003,2,66,11909.463533367,6399.39459272075,182,371
ja,2003,3,28,6802.29339137913,7183.09967361225,63,672
ja,2003,4,44,7488.47635764079,7375.85021967716,57,497
ja,2003,5,19,4677.43113248493,5558.33130087579,34,1182
ja,2003,6,44,2629.23937794905,3314.75289557305,64,1059
ja,2003,7,51,2698.84036285187,3091.07301151555,85,726
ja,2003,8,112,4008.06541070436,3600.05420627998,247,858
ja,2003,9,211,2487.35150759183,3023.72165833237,414,766
ja,2003,10,168,2687.95889166405,3043.367664424,306,443
ja,2003,11,383,3801.92517387696,4199.00986773033,695,357
ja,2003,12,712,2056.62643917689,2079.30357329249,1293,445
ja,2004,1,623,4136.8942628157,4249.85249186636,1099,236
ja,2004,2,484,2573.2202909691,3100.5421447049,988,732
ja,2004,3,815,2924.03865381739,3878.97067737498,1657,347
ja,2004,4,877,2362.1908079217,2991.47172217273,1631,176
ja,2004,5,898,3598.90297265423,4314.87040940371,1785,902
ja,2004,6,882,2268.43501175362,2980.58418040228,2293,1270
ja,2004,7,1017,1907.20079868593,2253.6645864179,2360,400
ja,2004,8,1389,1820.13116057561,2312.87629973861,3627,1143
ja,2004,9,1395,1652.33838505097,2172.90435906097,3824,450
ja,2004,10,1348,1669.48243578165,2363.78356042034,3402,749
ja,2004,11,1839,2164.65344358806,2992.57162034836,4466,686
ja,2004,12,2033,2034.83096057201,2495.79005052856,4894,745
ja,2005,1,1760,2491.92695651523,3227.67057739817,4210,603
ja,2005,2,2010,2294.33598475813,2932.2614630653,4319,395
ja,2005,3,2310,1962.92862115452,2580.49079769375,5859,695
ja,2005,4,2272,1816.32513256674,2482.14152925048,5079,463
ja,2005,5,2413,2715.1607069256,3567.64778628016,4520,57
ja,2005,6,3017,2183.46519950378,3006.39421476661,6667,1088
ja,2005,7,2876,2101.98244803321,2874.31506877661,6679,727
ja,2005,8,2844,2192.90877839847,2803.75284857347,6677,840
ja,2005,9,2908,2178.86585609236,3019.70569117012,6574,774
ja,2005,10,3177,2006.55281809183,2699.32412279236,7622,415
ja,2005,11,3378,2035.76986073179,2780.40042668197,7917,328
ja,2005,12,3321,2302.35869682806,3076.35275185462,7817,417
ja,2006,1,3659,1912.20645519739,2732.12813278336,9286,692
ja,2006,2,3362,2220.71153435488,2896.76027376407,7672,1311
ja,2006,3,3407,1934.38175917152,2835.44354268895,8712,600
ja,2006,4,3185,2000.02168886405,2570.24685799565,7763,742
ja,2006,5,3867,2419.35688812323,3147.90333096163,9411,1225
ja,2006,6,3475,2173.64552098984,2979.50738720515,8308,799
ja,2006,7,3651,2420.01465908897,3257.46195753945,8488,483
ja,2006,8,3757,2158.20547592686,2858.62617449014,9317,1111
ja,2006,9,4004,2057.76785666428,2782.61125605946,9767,523
ja,2006,10,4195,2025.11330073979,2865.10511318288,9975,203
ja,2006,11,3942,2139.13133079099,2931.72986972294,9742,260
ja,2006,12,3925,2104.51423336873,2968.16739114341,8708,1343
ja,2007,1,3646,2222.65847970464,3047.22556507032,7709,15
ja,2007,2,3594,2490.45743894045,3417.45761340532,7548,1030
ja,2007,3,3954,1993.55787773482,2713.97960639094,8595,133
ja,2007,4,3329,2043.99172112718,2881.60204015544,7331,76
ja,2007,5,3243,1982.12130802275,2733.24097992139,7082,510
ja,2007,6,3265,2420.48994834165,2845.95222261815,6651,333
ja,2007,7,3332,2546.99213069294,3103.17086392424,6589,1247
ja,2007,8,3480,2099.04129822587,2712.48341768172,7323,1373
ja,2007,9,4518,1904.72862404953,2321.25382278839,8283,93
ja,2007,10,3186,2141.40319854028,2819.83491767962,6377,1008
ja,2007,11,2836,2347.44300642845,3057.65947456822,5539,1075
ja,2007,12,2935,2680.96613009591,3234.00877336994,5331,1003
ja,2008,1,3000,2538.01353344688,3151.95329396873,5702,805
ja,2008,2,2915,2537.75657859546,3026.71816261849,5230,1256
ja,2008,3,3168,3136.96203519091,3655.45861603675,5925,1081
ja,2008,4,3127,2801.20189610527,3112.70035549642,5815,927
ja,2008,5,2749,2521.38035422616,3117.9710806228,4703,1347
ja,2008,6,2522,2633.72083283046,3281.85404547413,4397,687
ja,2008,7,2506,2793.26559529453,3425.00004491458,4614,1051
ja,2008,8,1134,3034.27230479246,3241.3853375691,1751,550
nl,2002,10,53,2501.3377908244,2433.32412692428,59,380
nl,2002,11,45,3777.1456790947,4021.6465232477,58,275
nl,2002,12,49,5935.66824323736,5322.45808521647,74,375
nl,2003,1,50,4226.44703521927,4083.87942832084,74,34
nl,2003,2,42,2167.6592567279,2464.45671231855,55,961
nl,2003,3,28,4258.67598193007,3284.36490632359,34,149
nl,2003,4,61,3577.49384382901,3503.84131563757,82,65
nl,2003,5,75,3799.82175066897,4561.27621020673,95,473
nl,2003,6,78,2613.75504895068,2962.95437503449,97,276
nl,2003,7,295,4282.20840312326,4008.4025075291,395,1224
nl,2003,8,263,2322.09471142897,2731.76410829256,353,255
nl,2003,9,424,2678.21314052606,2768.21057783107,498,114
nl,2003,10,171,2825.7989394803,2522.51227410321,219,1037
nl,2003,11,327,4071.75844657771,4054.95259174105,432,1125
nl,2003,12,228,1815.48890033075,2329.01813752094,353,1038
nl,2004,1,251,3222.08139241575,3321.09654855898,334,834
nl,2004,2,304,2254.34751329999,2771.16431154452,436,1233
nl,2004,3,443,2397.84966752351,2720.6424208437,695,1116
nl,2004,4,354,1941.50525034051,2138.42003545611,521,890
nl,2004,5,269,2352.88041333808,2468.70877420386,396,1325
nl,2004,6,452,2545.96195525542,2904.41800068336,635,648
nl,2004,7,383,2561.92726650571,2644.67805617688,568,1011
nl,2004,8,501,2210.1893919678,2443.26093541031,866,597
nl,2004,9,515,2445.15414232057,2477.3935532197,747,1049
nl,2004,10,653,2915.93952068145,2848.09845749697,1038,113
nl,2004,11,699,2153.38447533993,2654.22628773926,1162,1283
nl,2004,12,731,2549.78195941777,2869.14884181364,1099,1244
nl,2005,1,801,2786.1209114122,2868.88049605461,1243,1153
nl,2005,2,828,2353.82292702725,2550.32594722101,1262,1006
nl,2005,3,1059,2271.88593975847,2381.7626660357,1624,1300
nl,2005,4,1203,2307.8291864819,2539.57637126342,1879,1168
nl,2005,5,1218,1964.63425784664,2232.16001116552,2022,490
nl,2005,6,1258,2514.38628322021,2564.3635860916,2003,306
