lang,yyyy,mm,n_path,distance_mean_weighted,distance_mean,n_contrib,distance_ratio,contrib_ratio
fr,2008,6,8901,1341.68673586931,1464.4698671082,14974,0.916158649627019,1.6822828895629705
fr,2008,7,8339,1399.80260680598,1425.98040218205,14253,0.981642247441823,1.7091977455330375
fr,2008,8,2789,1423.09435348701,1598.6209629446,4722,0.890201233734436,1.6930799569738257
is,2004,1,3,1689.2808464599,1778.88016275578,4,0.949631617591893,1.3333333333333333
is,2004,2,15,1169.92757865431,1736.77308000574,23,0.6736214374364,1.5333333333333333
is,2004,3,6,1397.76705028797,1231.08359097823,7,1.13539572822776,1.1666666666666667
is,2004,4,17,1843.43000182636,2091.19989211148,23,0.881517835181725,1.3529411764705882
is,2004,5,6,1817.96227360124,1817.96227360124,6,1,1.00000000000000000000
is,2004,6,4,2969.10289216231,2969.10289216231,4,1,1.00000000000000000000
is,2004,7,18,1244.79837273724,1459.75102137514,23,0.852747046934476,1.2777777777777778
is,2004,8,6,2368.66027529718,2716.19410033615,7,0.872051181837132,1.1666666666666667
is,2004,9,8,5201.28408993097,5563.06972598892,9,0.934966546551126,1.1250000000000000
is,2004,10,10,892.224722794461,1024.30881884192,12,0.871050513655844,1.2000000000000000
is,2004,11,15,1787.23014146641,2215.38185091173,19,0.806736834433701,1.2666666666666667
is,2004,12,10,2884.44849799554,2884.44849799554,10,1,1.00000000000000000000
is,2005,1,15,688.234423003014,803.855048262978,18,0.856167320825062,1.2000000000000000
is,2005,2,9,3937.70747016004,4110.91655917903,10,0.957866065504968,1.1111111111111111
is,2005,3,28,2521.14270147825,2650.05667608224,59,0.951354257526835,2.1071428571428571
is,2005,4,41,5281.34779174334,5368.16570996742,49,0.983827265603428,1.1951219512195122
is,2005,5,20,2289.36696829022,3156.32365895769,36,0.725327062639144,1.8000000000000000
is,2005,6,52,4490.86402905049,4003.6518724973,84,1.12169193827766,1.6153846153846154
is,2005,7,70,5867.25776265364,5973.99915554483,99,0.982132338804884,1.4142857142857143
is,2005,8,60,5319.16723561221,5446.63502056135,82,0.976596965930718,1.3666666666666667
is,2005,9,51,5349.21908933431,6644.02947974073,74,0.805116699985361,1.4509803921568627
is,2005,10,51,4251.32534190465,4519.99873921468,65,0.940558966315837,1.2745098039215686
is,2005,11,40,2725.94077123951,3170.95782637678,47,0.859658475607746,1.1750000000000000
is,2005,12,48,2347.23259983756,2820.07007738718,65,0.832331302210864,1.3541666666666667
is,2006,1,96,2746.04169772541,3041.99653574872,115,0.902710330355301,1.1979166666666667
is,2006,2,64,3799.78819053029,3664.05969937876,92,1.03704319860687,1.4375000000000000
is,2006,3,48,3537.99365806996,3538.75191473265,67,0.99978572765739,1.3958333333333333
is,2006,4,96,3157.95664192651,3899.54963534637,136,0.809825989468657,1.4166666666666667
is,2006,5,53,2514.1606624949,3325.21251024724,86,0.756090221225577,1.6226415094339623
is,2006,6,54,2580.63832082168,2748.54564416094,58,0.938910483915021,1.0740740740740741
is,2006,7,59,2695.96222121223,3027.63647096537,88,0.890451098428145,1.4915254237288136
is,2006,8,79,4289.17374947745,4448.81015784552,92,0.964117055413896,1.1645569620253165
is,2006,9,46,3793.05785058089,4176.12193091705,58,0.908272773958004,1.2608695652173913
is,2006,10,72,3371.82653137562,3495.83595009819,86,0.964526533712463,1.1944444444444444
is,2006,11,94,3436.4268895903,3568.57585996873,108,0.962968709209509,1.1489361702127660
is,2006,12,90,3101.55805748213,2904.10590027219,99,1.06799068766447,1.1000000000000000
is,2007,1,56,2520.05789968157,2730.66015614439,65,0.922874966337745,1.1607142857142857
is,2007,2,71,2457.30880246044,2699.97321589448,96,0.910123399741336,1.3521126760563380
is,2007,3,92,2663.26991465195,2769.69242931788,131,0.96157605316048,1.4239130434782609
is,2007,4,69,3444.98539010384,3971.18283829218,107,0.867496040949193,1.5507246376811594
is,2007,5,50,1923.78998192024,2091.47248756561,71,0.91982562207139,1.4200000000000000
is,2007,6,58,1695.22724332841,1883.05349440412,70,0.900254426316683,1.2068965517241379
is,2007,7,46,2356.21507315727,2860.3276337598,58,0.823757056830621,1.2608695652173913
is,2007,8,60,2789.49456119175,3351.36333928164,82,0.832346206242642,1.3666666666666667
is,2007,9,44,3346.30601195324,3675.19910444988,77,0.910510129342809,1.7500000000000000
is,2007,10,88,2978.83555439524,3064.26327085796,118,0.972121286941903,1.3409090909090909
is,2007,11,90,2597.82929144245,2822.96944834755,138,0.920247044459906,1.5333333333333333
is,2007,12,64,2720.29453419978,3084.22167799585,81,0.882003571146498,1.2656250000000000
is,2008,1,99,1966.55882835088,2215.98426812787,137,0.887442594532625,1.3838383838383838
is,2008,2,54,2597.66265836128,3001.94253102833,67,0.865327244446428,1.2407407407407407
is,2008,3,64,2108.97321013639,2098.17629516159,86,1.00514585690425,1.3437500000000000
is,2008,4,53,1912.70386833426,2266.48533999101,83,0.843907452029603,1.5660377358490566
is,2008,5,79,3243.21324749576,3022.03152870131,108,1.07318974560451,1.3670886075949367
is,2008,6,66,2202.41930419244,2260.88675588889,78,0.974139592996351,1.1818181818181818
is,2008,7,62,2386.59153132406,2653.56233990578,69,0.899391544503453,1.1129032258064516
is,2008,8,7,1322.97548186511,1375.59829638897,9,0.961745507636934,1.2857142857142857
it,2003,12,41,2219.92918902459,2211.63482144502,50,1.00375033323727,1.2195121951219512
it,2004,1,55,1783.56225025865,2114.99426830345,73,0.843294129439579,1.3272727272727273
it,2004,2,83,2149.2398792938,2365.42116205888,116,0.908607699029413,1.3975903614457831
it,2004,3,133,2375.058448304,2960.80031097579,208,0.802167724550547,1.5639097744360902
it,2004,4,109,2190.11565107367,2469.88060188042,165,0.886729362304498,1.5137614678899083
it,2004,5,135,1643.87867802121,2072.58092829382,245,0.793155362755592,1.8148148148148148
it,2004,6,180,1607.83633123392,1944.08551166737,323,0.827039922670346,1.7944444444444444
it,2004,7,331,762.766309084803,944.105710623775,593,0.807924685235555,1.7915407854984894
it,2004,8,298,1314.69992754108,1464.4173089873,497,0.897763171380597,1.6677852348993289
it,2004,9,301,1021.71818646091,1146.40109217653,521,0.891239718309317,1.7308970099667774
it,2004,10,465,1641.91736328453,1901.20720305179,679,0.8636183161146,1.4602150537634409
it,2004,11,471,1495.37096618983,1782.35646274403,737,0.838985353068841,1.5647558386411890
it,2004,12,574,1615.80604825005,1795.54730326714,972,0.899896118197476,1.6933797909407666
it,2005,1,570,1374.83111150577,1244.38624912519,1027,1.10482666653725,1.8017543859649123
it,2005,2,409,1749.6130440693,1934.18031747241,627,0.904575973741525,1.5330073349633252
it,2005,3,529,1646.19512885864,1933.07128392369,823,0.851595666724321,1.5557655954631380
it,2005,4,870,1527.35785018748,1861.11801954442,1477,0.82066684334256,1.6977011494252874
it,2005,5,1126,1587.47818674171,1960.36402229394,2066,0.809787452069289,1.8348134991119005
it,2005,6,1121,1160.10512999384,1479.79710962495,2121,0.783962289457279,1.8920606601248885
it,2005,7,1011,1379.53398176846,1532.70489993008,1959,0.900064964776575,1.9376854599406528
it,2005,8,1187,1209.93315362911,1481.21413036157,2084,0.816852289502368,1.7556866048862679
it,2005,9,1281,1007.00963928664,1236.55245209747,2198,0.814368721341761,1.7158469945355191
it,2005,10,1427,1477.76116850142,1627.61629035969,2520,0.907929698943264,1.7659425367904695
it,2005,11,1852,1150.0005936541,1262.73856155307,2988,0.910719470101311,1.6133909287257019
it,2005,12,2316,1257.76360353433,1387.08899150452,4426,0.906764894853709,1.9110535405872193
it,2006,1,3380,1043.80320811131,1162.1802134331,6719,0.898142298454645,1.9878698224852071
it,2006,2,2518,1287.295111595,1449.40534779638,4715,0.888153968489319,1.8725178713264496
it,2006,3,2457,1237.4939222065,1414.36722661216,4265,0.874945275118313,1.7358567358567359
it,2006,4,2369,1309.32841767261,1465.77578317245,4160,0.893266509587685,1.7560151962853525
it,2006,5,2717,1242.74130581615,1533.60992925047,5204,0.810337284672853,1.9153478100846522
it,2006,6,2571,1356.7424724676,1648.89402458763,4753,0.822819691403099,1.8486970050563983
it,2006,7,2570,1317.67409162336,1617.08388128156,4901,0.814845851149717,1.9070038910505837
it,2006,8,3181,1259.47997120934,1432.06007951889,6083,0.879488220656548,1.9122917321596982
it,2006,9,3025,1419.9700863957,1654.00241001883,5666,0.858505451862999,1.8730578512396694
it,2006,10,3193,1496.38555087472,1938.47807724442,5923,0.771938340928702,1.8549953022236142
it,2006,11,3623,1899.9052950852,2469.6630241867,6386,0.769297380443579,1.7626276566381452
it,2006,12,3769,1405.15519680914,1739.28786956474,6896,0.807891103823301,1.8296630405943221
it,2007,1,4452,1409.7123502712,1654.94278190021,8274,0.851819389581893,1.8584905660377358
it,2007,2,4863,1712.54997914256,2052.39754034141,8431,0.834414359538592,1.7337034752210570
it,2007,3,4779,1544.29554109609,1785.56851033902,9142,0.86487610649164,1.9129525005231220
it,2007,4,4500,1527.93219041848,1791.38098234423,8761,0.852935364100497,1.9468888888888889
it,2007,5,5032,1286.61168187942,1509.41558537498,10444,0.852390616835843,2.0755166931637520
it,2007,6,4692,1273.34448719563,1489.50355863502,9816,0.854878445783991,2.0920716112531969
it,2007,7,4909,1355.90978978093,1593.45039157059,9582,0.850926892329845,1.9519250356488083
it,2007,8,5757,1180.48726318756,1454.01107037427,11341,0.811883270519867,1.9699496265416015
it,2007,9,5455,1447.35204276245,1660.75184583748,10084,0.871504100019581,1.8485792850595784
it,2007,10,5519,1534.41166588936,1744.17817646575,10535,0.879733324607095,1.9088603007791267
it,2007,11,5291,1323.60152118545,1663.22674935282,11758,0.795803411471393,2.2222642222642223
it,2007,12,4857,1598.36958929028,1985.09269901505,9779,0.805186372446664,2.0133827465513692
it,2008,1,7070,1617.5128418335,1987.24138334915,13886,0.813948851602243,1.9640735502121641
it,2008,2,6629,1322.36516179481,1524.94186279994,13206,0.867157754700772,1.9921556795896817
it,2008,3,6923,1358.30066773808,1532.01820265767,13948,0.88660870045915,2.0147334970388560
it,2008,4,6672,1257.31788873687,1600.20610824747,13743,0.785722465535315,2.0598021582733813
it,2008,5,7305,1521.13172263129,1630.63932601702,14178,0.932843761561172,1.9408624229979466
it,2008,6,7414,1170.77071053741,1275.10143167958,14055,0.918178492667247,1.8957377933639061
it,2008,7,7512,1184.70657302758,1224.8618106194,13703,0.967216515982724,1.8241480298189563
it,2008,8,2363,1195.35244346866,1314.61352355384,4242,0.909280501114289,1.7951756242065171
ja,2002,9,3,8212.9824340123,6562.33791485885,6,1.25153299640605,2.0000000000000000
ja,2002,10,3,2207.21380439379,3549.55650493983,5,0.621828051285297,1.6666666666666667
ja,2002,12,2,6827.46137364214,6822.64297596731,3,1.00070623623306,1.5000000000000000
ja,2003,1,12,5328.24809323891,5328.24809323891,12,1,1.00000000000000000000
ja,2003,2,66,11909.463533367,6399.39459272075,182,1.86102972098546,2.7575757575757576
ja,2003,3,28,6802.29339137913,7183.09967361225,63,0.946985800067339,2.2500000000000000
ja,2003,4,44,7488.47635764079,7375.85021967716,57,1.01526958040216,1.2954545454545455
ja,2003,5,19,4677.43113248493,5558.33130087579,34,0.841517153133341,1.7894736842105263
ja,2003,6,44,2629.23937794905,3314.75289557305,64,0.793193176318053,1.4545454545454545
ja,2003,7,51,2698.84036285187,3091.07301151555,85,0.873107931387436,1.6666666666666667
ja,2003,8,112,4008.06541070436,3600.05420627998,247,1.11333473915827,2.2053571428571429
ja,2003,9,211,2487.35150759183,3023.72165833237,414,0.822612590923345,1.9620853080568720
ja,2003,10,168,2687.95889166405,3043.367664424,306,0.883218588107324,1.8214285714285714
ja,2003,11,383,3801.92517387696,4199.00986773033,695,0.905433731674461,1.8146214099216710
ja,2003,12,712,2056.62643917689,2079.30357329249,1293,0.989093880082318,1.8160112359550562
ja,2004,1,623,4136.8942628157,4249.85249186635,1099,0.973420670654608,1.7640449438202247
ja,2004,2,484,2573.22029096911,3100.54214470489,988,0.829925919685902,2.0413223140495868
ja,2004,3,815,2924.03865381739,3878.97067737499,1657,0.753818189674012,2.0331288343558282
ja,2004,4,877,2362.1908079217,2991.47172217274,1631,0.789641697233234,1.8597491448118586
ja,2004,5,898,3598.90297265423,4314.87040940371,1785,0.834069770626454,1.9877505567928731
ja,2004,6,882,2268.43501175362,2980.58418040228,2293,0.761070607120868,2.5997732426303855
ja,2004,7,1017,1907.20079868593,2253.6645864179,2360,0.846266480904039,2.3205506391347099
ja,2004,8,1389,1820.13116057561,2312.8762997386,3627,0.786955688370071,2.6112311015118790
ja,2004,9,1395,1652.33838505096,2172.90435906098,3824,0.760428492013805,2.7412186379928315
ja,2004,10,1348,1669.48243578166,2363.78356042034,3402,0.706275508356942,2.5237388724035608
ja,2004,11,1839,2164.65344358806,2992.57162034837,4466,0.723342234775344,2.4284937466014138
ja,2004,12,2033,2034.83096057201,2495.79005052855,4894,0.815305341946162,2.4072798819478603
ja,2005,1,1760,2491.92695651523,3227.67057739817,4210,0.772051204346875,2.3920454545454545
ja,2005,2,2010,2294.33598475812,2932.2614630653,4319,0.782445908612695,2.1487562189054726
ja,2005,3,2310,1962.92862115453,2580.49079769375,5859,0.760680341471805,2.5363636363636364
ja,2005,4,2272,1816.32513256673,2482.14152925048,5079,0.731757279414764,2.2354753521126761
ja,2005,5,2413,2715.1607069256,3567.64778628016,4520,0.761050661269617,1.8731869042685454
ja,2005,6,3017,2183.46519950379,3006.39421476661,6667,0.726273749722903,2.2098110705999337
ja,2005,7,2876,2101.9824480332,2874.31506877662,6679,0.731298552085266,2.3223226703755216
ja,2005,8,2844,2192.90877839847,2803.75284857347,6677,0.782133410765576,2.3477496483825598
ja,2005,9,2908,2178.86585609234,3019.70569117013,6574,0.721549077601677,2.2606602475928473
ja,2005,10,3177,2006.55281809182,2699.32412279237,7622,0.743353790361457,2.3991186654076172
ja,2005,11,3378,2035.7698607318,2780.40042668196,7917,0.73218585394954,2.3436944937833037
ja,2005,12,3321,2302.35869682805,3076.35275185461,7817,0.748405297617462,2.3538090936464920
ja,2006,1,3659,1912.20645519739,2732.12813278336,9286,0.699896330721986,2.5378518720962011
ja,2006,2,3362,2220.71153435488,2896.76027376408,7672,0.766619024179475,2.2819750148720999
ja,2006,3,3407,1934.38175917151,2835.44354268896,8712,0.682214873986545,2.5570883475198122
ja,2006,4,3185,2000.02168886405,2570.24685799565,7763,0.778143812389958,2.4373626373626374
ja,2006,5,3867,2419.35688812323,3147.90333096161,9411,0.768561367284483,2.4336695112490303
ja,2006,6,3475,2173.64552098984,2979.50738720515,8308,0.729531844869422,2.3907913669064748
ja,2006,7,3651,2420.01465908896,3257.46195753943,8488,0.742914173867114,2.3248425089016708
ja,2006,8,3757,2158.20547592687,2858.62617449015,9317,0.754979960369176,2.4799041788661166
ja,2006,9,4004,2057.76785666427,2782.61125605944,9767,0.739509643031615,2.4393106893106893
ja,2006,10,4195,2025.11330073979,2865.10511318286,9975,0.706819896911242,2.3778307508939213
ja,2006,11,3942,2139.13133079099,2931.72986972292,9742,0.729648168776601,2.4713343480466768
ja,2006,12,3925,2104.51423336873,2968.1673911434,8708,0.70902814970891,2.2185987261146497
ja,2007,1,3646,2222.65847970463,3047.22556507031,7709,0.729403988067861,2.1143719144267691
ja,2007,2,3594,2490.45743894045,3417.45761340531,7548,0.728745670223206,2.1001669449081803
ja,2007,3,3954,1993.55787773482,2713.97960639095,8595,0.734551532016061,2.1737481031866464
ja,2007,4,3329,2043.99172112718,2881.60204015544,7331,0.709324775817038,2.2021628116551517
ja,2007,5,3243,1982.12130802274,2733.24097992139,7082,0.725190834830726,2.1837804502004317
ja,2007,6,3265,2420.48994834165,2845.95222261814,6651,0.85050266448778,2.0370597243491577
ja,2007,7,3332,2546.99213069294,3103.17086392424,6589,0.820770831636401,1.9774909963985594
ja,2007,8,3480,2099.04129822586,2712.48341768172,7323,0.77384484068841,2.1043103448275862
ja,2007,9,4518,1904.72862404953,2321.25382278839,8283,0.820560252976333,1.8333333333333333
ja,2007,10,3186,2141.40319854028,2819.83491767962,6377,0.759407291935512,2.0015693659761456
ja,2007,11,2836,2347.44300642845,3057.65947456823,5539,0.767725453391087,1.9531029619181946
ja,2007,12,2935,2680.96613009591,3234.00877336994,5331,0.828991607002431,1.8163543441226576
ja,2008,1,3000,2538.01353344688,3151.95329396872,5702,0.805219270952833,1.9006666666666667
ja,2008,2,2915,2537.75657859545,3026.7181626185,5230,0.838451564449584,1.7941680960548885
ja,2008,3,3168,3136.96203519092,3655.45861603675,5925,0.858158268138735,1.8702651515151515
ja,2008,4,3127,2801.20189610527,3112.70035549644,5815,0.899926615537818,1.8596098496961944
ja,2008,5,2749,2521.38035422615,3117.9710806228,4703,0.808660596596204,1.7108039287013459
ja,2008,6,2522,2633.72083283046,3281.85404547414,4397,0.802510043511078,1.7434575733544806
ja,2008,7,2506,2793.26559529453,3425.0000449146,4614,0.815551987931193,1.8411811652035116
ja,2008,8,1134,3034.27230479246,3241.3853375691,1751,0.936103544871352,1.5440917107583774
nl,2002,10,53,2501.3377908244,2433.32412692428,59,1.02795092653197,1.1132075471698113
nl,2002,11,45,3777.1456790947,4021.6465232477,58,0.939203795574864,1.2888888888888889
nl,2002,12,49,5935.66824323736,5322.45808521647,74,1.1152118341193,1.5102040816326531
nl,2003,1,50,4226.44703521927,4083.87942832084,74,1.03490984721776,1.4800000000000000
nl,2003,2,42,2167.6592567279,2464.45671231855,55,0.879568809585045,1.3095238095238095
nl,2003,3,28,4258.67598193007,3284.36490632359,34,1.29665128674666,1.2142857142857143
nl,2003,4,61,3577.49384382901,3503.84131563757,82,1.02102050908034,1.3442622950819672
nl,2003,5,75,3799.82175066897,4561.27621020672,95,0.833061094210025,1.2666666666666667
nl,2003,6,78,2613.75504895068,2962.95437503449,97,0.882144885852401,1.2435897435897436
nl,2003,7,295,4282.20840312326,4008.4025075291,395,1.06830798431043,1.3389830508474576
nl,2003,8,263,2322.09471142897,2731.76410829256,353,0.850034856369918,1.3422053231939163
nl,2003,9,424,2678.21314052606,2768.21057783107,498,0.967488948266525,1.1745283018867925
nl,2003,10,171,2825.7989394803,2522.51227410321,219,1.12023198796324,1.2807017543859649
nl,2003,11,327,4071.75844657771,4054.95259174105,432,1.0041445256033,1.3211009174311927
nl,2003,12,228,1815.48890033075,2329.01813752094,353,0.779508270495135,1.5482456140350877
nl,2004,1,251,3222.08139241575,3321.09654855898,334,0.970186004924733,1.3306772908366534
nl,2004,2,304,2254.34751329999,2771.16431154452,436,0.813501929101966,1.4342105263157895
nl,2004,3,443,2397.84966752351,2720.6424208437,695,0.881354215884023,1.5688487584650113
nl,2004,4,354,1941.50525034052,2138.42003545611,521,0.907915759368765,1.4717514124293785
nl,2004,5,269,2352.88041333808,2468.70877420386,396,0.953081399444073,1.4721189591078067
nl,2004,6,452,2545.96195525542,2904.41800068336,635,0.8765824873198,1.4048672566371681
nl,2004,7,383,2561.92726650571,2644.67805617688,568,0.968710448714958,1.4830287206266319
nl,2004,8,501,2210.1893919678,2443.26093541031,866,0.90460636436142,1.7285429141716567
nl,2004,9,515,2445.15414232057,2477.3935532197,747,0.986986560590168,1.4504854368932039
nl,2004,10,653,2915.93952068145,2848.09845749698,1038,1.02381977456078,1.5895865237366003
nl,2004,11,699,2153.38447533993,2654.22628773926,1162,0.811304026822101,1.6623748211731044
nl,2004,12,731,2549.78195941777,2869.14884181364,1099,0.888689329134284,1.5034199726402189
nl,2005,1,801,2786.1209114122,2868.8804960546,1243,0.971152655275738,1.5518102372034956
nl,2005,2,828,2353.82292702726,2550.32594722102,1262,0.922949840820198,1.5241545893719807
nl,2005,3,1059,2271.88593975847,2381.7626660357,1624,0.953867474772321,1.5335221907459868
nl,2005,4,1203,2307.82918648191,2539.57637126342,1879,0.908745731215706,1.5619285120532003
nl,2005,5,1218,1964.63425784665,2232.16001116552,2022,0.880149383565392,1.6600985221674877
nl,2005,6,1258,2514.38628322021,2564.36358609161,2003,0.980510835849308,1.5922098569157393
nl,2005,7,1170,1964.88199624346,2279.20001866702,1957,0.862092830883976,1.6726495726495726
nl,2005,8,1895,1785.26847324532,2072.99114834775,3089,0.861204098564645,1.6300791556728232
nl,2005,9,1249,1543.66526600143,1827.30495057447,1954,0.844777039276407,1.5644515612489992
nl,2005,10,1808,2016.12974465853,2179.68138037398,3082,0.924965347142901,1.7046460176991150
nl,2005,11,1812,2321.41634287991,2359.86053281182,3001,0.983709126282094,1.6561810154525386
nl,2005,12,2440,1637.79258952442,1921.30096957191,4514,0.852439370750611,1.8500000000000000
nl,2006,1,2975,1843.65222273014,2085.43312291659,5381,0.884062021682909,1.8087394957983193
nl,2006,2,2255,2293.82296027503,2292.58143838144,3757,1.00054153884037,1.6660753880266075
nl,2006,3,2552,2162.37844298264,2317.36009713746,4191,0.933121462501119,1.6422413793103448
nl,2006,4,2379,2232.39133317717,2276.86438391574,3880,0.980467413407342,1.6309373686422867
nl,2006,5,2719,2332.91121789716,2438.33329081623,4361,0.956764699347653,1.6038984920926811
nl,2006,6,2667,2113.24699424364,2330.40159399916,4580,0.90681666185146,1.7172853393325834
nl,2006,7,2474,1636.21241412488,1786.19619424464,3592,0.916031743543613,1.4518997574777688
nl,2006,8,2411,1557.47781076397,1778.43022318033,3895,0.875759864212587,1.6155122355868934
nl,2006,9,2829,2047.94489451251,2129.47354818438,4371,0.961714174030765,1.5450689289501591
nl,2006,10,2981,1940.64317142174,2179.5907020461,4795,0.890370457902924,1.6085206306608521
nl,2006,11,3081,2158.10406020859,2286.5025333955,4937,0.94384503349041,1.6024018175916910
nl,2006,12,3093,1842.12857155886,1966.40081104308,4996,0.936802182552854,1.6152602651147753
nl,2007,1,3156,1731.02728232627,1846.86229980838,4735,0.93728010069071,1.5003168567807351
nl,2007,2,2492,1813.96696318236,1852.01295022573,3433,0.979456954100273,1.3776083467094703
nl,2007,3,3204,2214.32928131471,2521.95624462419,4635,0.878020499378122,1.4466292134831461
nl,2007,4,2510,1921.10454664909,2011.84734916173,3623,0.954895781456558,1.4434262948207171
nl,2007,5,2822,1678.52160570505,1759.68810508212,4066,0.95387449676869,1.4408221119773210
nl,2007,6,2482,1748.5067920456,1929.8129479252,3551,0.906049881116958,1.4307010475423046
nl,2007,7,1979,1631.39994408649,1776.84348092228,2656,0.918144992286946,1.3420919656392117
nl,2007,8,2180,1512.89904114374,1681.59216295477,3029,0.899682499997732,1.3894495412844037
nl,2007,9,2570,1626.93364594129,1748.70225301222,3669,0.930366300574508,1.4276264591439689
nl,2007,10,2833,1915.95825675613,1979.06329766939,4067,0.968113682373083,1.4355806565478292
nl,2007,11,2495,1982.38431560987,2000.71999714861,3661,0.99083545845252,1.4673346693386774
nl,2007,12,2340,1849.60546939222,1855.89653913323,3263,0.99661022605067,1.3944444444444444
nl,2008,1,2758,1895.08234666673,2052.63119111755,3993,0.923245420252508,1.4477882523567803
nl,2008,2,2433,1913.7312680932,2009.40965367717,3407,0.952384828345539,1.4003288121660501
nl,2008,3,2856,2202.41206324133,2277.76488297932,4079,0.966918086980325,1.4282212885154062
nl,2008,4,2691,1968.92004755885,2080.36244341034,3840,0.946431259512259,1.4269788182831661
nl,2008,5,2604,1777.55071414091,1823.25778796015,3599,0.974931096347937,1.3821044546850998
nl,2008,6,1999,1676.31612810067,1772.22572820433,2768,0.945881837410839,1.3846923461730865
nl,2008,7,1794,1653.74743238181,1785.82546655424,2444,0.926040905650609,1.3623188405797101
nl,2008,8,695,1342.9489019317,1578.49880885056,941,0.850775999577486,1.3539568345323741
no,2002,12,1,11.1401169900751,11.1401169900751,1,1,1.00000000000000000000
no,2003,12,23,3581.58756812021,3447.15951564107,34,1.03899676004815,1.4782608695652174
no,2004,1,61,3025.78305574282,3126.18560242488,89,0.967883369879197,1.4590163934426230
no,2004,2,67,3655.56252346945,3713.81286706868,77,0.984315218433393,1.1492537313432836
no,2004,3,61,2724.20137451937,3104.48081755116,92,0.877506267430649,1.5081967213114754
no,2004,4,39,2265.61961163386,2452.01971811258,57,0.923980992036149,1.4615384615384615
no,2004,5,60,2610.90349803217,2144.90645372926,111,1.21725751418795,1.8500000000000000
no,2004,6,36,5853.01684472026,3215.7079293981,105,1.82013322516383,2.9166666666666667
no,2004,7,83,2227.79416778594,2890.5230482441,123,0.770723544010225,1.4819277108433735
no,2004,8,45,3170.37756549247,3583.1677361737,55,0.884797419190309,1.2222222222222222
no,2004,9,82,1676.42725341992,1798.25134501508,104,0.932254135700847,1.2682926829268293
no,2004,10,277,1798.20346913469,1737.19996829684,448,1.03511599237344,1.6173285198555957
no,2004,11,241,1839.79205611628,2290.4871250538,413,0.803231782441503,1.7136929460580913
no,2004,12,188,3277.17356481252,3830.37617485008,278,0.855574861375278,1.4787234042553191
no,2005,1,164,2937.74159539758,2734.37052627612,251,1.07437582696535,1.5304878048780488
no,2005,2,221,2133.97040692436,2516.48637644155,298,0.847996010191761,1.3484162895927602
no,2005,3,240,2345.49949063846,2716.87004273998,350,0.863309416254967,1.4583333333333333
no,2005,4,314,2943.85477794509,3236.70438352266,474,0.90952228845229,1.5095541401273885
no,2005,5,283,2087.12488854565,2519.62036397043,422,0.828348952243244,1.4911660777385159
no,2005,6,290,2522.35905503716,2743.77614476998,408,0.919302057438297,1.4068965517241379
no,2005,7,296,2311.43608288701,2487.45418334942,422,0.929237651233681,1.4256756756756757
no,2005,8,411,2775.97121708617,2539.4436693032,638,1.0931414823814,1.5523114355231144
no,2005,9,405,2527.83488789439,2549.9372264454,523,0.99133220287865,1.2913580246913580
no,2005,10,367,2600.08334260254,2525.34369161974,533,1.02959583332392,1.4523160762942779
no,2005,11,456,2616.46209087208,2258.19059770038,715,1.15865423119578,1.5679824561403509
no,2005,12,518,3073.14204897546,3501.64572448091,860,0.877627918635608,1.6602316602316602
no,2006,1,623,3500.76504447875,3311.85841641182,1085,1.05703946374362,1.7415730337078652
no,2006,2,533,3211.43667022888,3160.61516594519,846,1.0160796242552,1.5872420262664165
no,2006,3,721,3301.83887101922,3304.97862198559,1208,0.999049993562598,1.6754507628294036
no,2006,4,614,3470.43697897334,3051.56692330908,1007,1.13726392577687,1.6400651465798046
no,2006,5,709,3245.27216968706,3224.59612759213,1242,1.00641197882675,1.7517630465444288
no,2006,6,556,2681.47907770065,2957.76919129437,968,0.906588345565664,1.7410071942446043
no,2006,7,348,3504.24930259406,3055.16991333551,555,1.14698998811764,1.5948275862068966
no,2006,8,416,2139.12046631939,2458.56968107984,619,0.870067048650768,1.4879807692307692
no,2006,9,600,2834.07594136451,2871.66758657771,948,0.986909471907923,1.5800000000000000
no,2006,10,740,2611.84097316884,3137.67215476646,1134,0.832413599745014,1.5324324324324324
no,2006,11,810,3019.59489863065,3055.36822019103,1386,0.988291649653232,1.7111111111111111
no,2006,12,648,2630.6829050387,2908.68963985653,1028,0.904422001230925,1.5864197530864198
no,2007,1,931,2858.48880570445,3025.42504023522,1469,0.944822220907579,1.5778732545649839
no,2007,2,815,3316.50993707304,3402.93875729958,1298,0.974601711523267,1.5926380368098160
no,2007,3,929,2993.61812756188,3182.53208804014,1608,0.940640359546353,1.7308934337997847
no,2007,4,784,3053.50547869296,3108.7904015124,1224,0.982216580830748,1.5612244897959184
no,2007,5,889,3492.8756389242,3489.64985811423,1419,1.00092438523666,1.5961754780652418
no,2007,6,581,2496.27694102504,2675.54321967712,880,0.932998174974831,1.5146299483648881
no,2007,7,442,2730.89457639485,2924.06560024404,693,0.933937520473867,1.5678733031674208
no,2007,8,536,2954.71599377427,2973.32492961511,748,0.993741371602045,1.3955223880597015
no,2007,9,600,2403.57994544344,2671.0751747797,899,0.899854848017027,1.4983333333333333
no,2007,10,723,2745.0623729784,2921.70531757025,1133,0.939541149639707,1.5670816044260028
no,2007,11,719,2943.24847787708,3196.28843921258,1127,0.920833189448372,1.5674547983310153
